clade_name	A10	A11	A13	A14	A16	A17	A18	A19	A1	A24	A25	A26	A27	A28	A2	A30	A34	A35	A38	A39	A3	A40	A4	A5	A6	A7	A8	A9
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Pan241w	6	2	10	5	2	1	7	0	30	394	32	86	6	4	41	52	35	1	13	6	15	37	28	30	11	2	4	3
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_SV_7m_r	5	4	3	1	3	2	2	0	8	123	2	21	25	0	11	45	1	1	6	1	2	26	11	0	10	6	1	13
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_V202	6	1	6	1	5	1	0	0	15	36	5	41	10	2	38	16	1	0	3	3	0	68	2	3	20	0	0	2
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_V6	7	9	27	1	3	0	2	4	14	20	10	49	3	0	30	12	18	6	1	3	16	385	1	5	28	4	1	1
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Mal48	6	2	7	0	1	5	7	4	31	163	7	59	22	1	46	8	17	1	4	31	4	19	12	11	20	2	1	4
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Mal52	11	2	18	0	0	4	3	0	12	325	9	29	24	0	28	26	27	0	2	3	0	15	21	3	15	0	3	9
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Pla163	6	6	21	2	3	0	0	0	13	32	3	44	7	2	15	47	2	2	3	2	13	49	6	3	9	4	1	3
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_KS4	7	9	26	4	15	9	3	3	86	567	5	172	55	2	30	70	45	6	26	9	7	79	36	9	62	5	1	8
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_EC9	11	2	10	0	1	0	2	8	34	207	5	38	5	1	51	52	12	0	9	12	18	228	20	7	21	0	0	4
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_I41	10	13	15	1	7	3	5	1	33	296	9	90	58	5	20	99	9	4	32	0	4	147	15	10	25	4	4	15
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Pan189	9	0	9	4	3	10	2	3	10	56	2	95	10	6	17	76	3	13	10	2	4	235	2	1	27	3	7	5
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_HG15A2	11	3	30	4	9	0	2	5	14	176	4	90	42	6	19	27	4	1	14	6	9	56	10	6	24	6	4	8
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Pan161	43	14	26	5	6	2	3	0	67	282	10	147	14	2	157	191	34	1	21	8	10	31	12	19	21	5	5	16
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_ETA_A8	12	10	32	8	11	9	5	1	50	675	6	47	177	3	37	70	34	6	10	13	4	279	47	9	16	13	1	6
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Pan265	12	3	35	7	14	1	4	2	38	371	9	97	11	14	49	70	5	4	15	2	3	285	25	6	28	2	19	6
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Pla175	13	3	8	2	2	1	1	1	22	31	4	45	11	2	20	75	8	1	4	0	6	63	2	7	11	7	6	2
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Poly30	13	6	12	5	6	2	1	0	13	108	3	84	16	3	30	34	5	10	3	0	8	193	7	4	17	7	6	4
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Mal4	14	2	18	3	5	2	3	0	62	236	6	130	21	7	23	143	2	9	9	2	11	268	27	2	24	9	2	11
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Pan44	15	5	32	1	3	1	3	0	11	26	3	63	116	0	27	92	6	6	4	3	7	105	8	6	16	11	0	3
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_K23_9	15	6	17	2	9	2	6	4	31	310	5	46	24	6	36	99	10	1	6	4	3	191	39	6	22	0	10	7
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Pan216	18	0	49	3	14	12	1	4	57	175	1	88	17	6	65	189	4	9	6	6	14	209	11	6	30	8	11	22
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_ElP	22	4	31	4	4	0	0	2	17	30	2	42	27	10	42	83	5	6	3	3	7	60	4	4	14	10	4	8
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_FF011L	25	8	44	3	9	3	1	2	18	110	14	91	94	2	32	255	12	0	3	10	1	51	11	5	26	14	3	1
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Pla85_3_4	23	0	20	7	3	1	4	3	14	192	11	96	52	7	47	191	22	2	10	8	6	295	12	9	28	5	8	52
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium	23	7	60	12	10	7	3	1	18	36	13	62	227	3	16	167	5	1	1	5	6	111	9	22	17	17	2	4
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Enr13	27	3	44	4	11	8	1	3	46	335	1	63	41	7	26	213	16	4	6	10	2	83	21	3	23	6	6	5
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Pla110	32	1	25	1	10	0	5	2	37	160	7	134	54	8	23	258	9	0	6	0	10	262	6	2	60	8	2	10
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_ETA_A1	33	3	16	2	3	4	5	0	29	22	0	97	37	6	70	156	4	8	9	2	8	64	1	3	16	6	7	11
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_Pan181	40	6	76	5	4	5	2	3	23	131	10	68	24	5	73	194	5	1	13	7	6	90	6	2	24	5	3	3
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_SRT547	41	17	41	5	21	8	5	5	125	707	15	202	22	10	80	198	55	9	20	19	17	80	61	13	47	4	16	9
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_TBK1r	43	6	74	7	7	0	2	0	40	215	17	124	33	20	87	129	7	13	14	7	6	136	10	7	54	13	12	10
d__Bacteria|p__Spirochaetes	31419	38519	65810	96316	35768	72120	21951	52653	530145	70795	140633	1108045	109783	45809	161252	330051	241231	22458	22091	69184	117826	99767	23415	131399	239141	22269	47115	28079
d__Bacteria|p__Spirochaetes|c__Spirochaetia	31419	38519	65810	96316	35768	72120	21951	52653	530145	70795	140633	1108045	109783	45809	161252	330051	241231	22458	22091	69184	117826	99767	23415	131399	239141	22269	47115	28079
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales	112	90	240	79	68	239	35	54	527	1319	194	1367	243	124	686	540	467	46	47	91	97	766	158	206	1108	67	131	74
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae	112	90	240	79	68	239	35	54	527	1319	194	1367	243	124	686	540	467	46	47	91	97	766	158	206	1108	67	131	74
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Turneriella	10	12	25	5	6	15	1	14	34	51	15	128	32	22	60	72	43	6	2	17	12	126	3	15	90	14	20	8
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Turneriella|s__Turneriella_parva	10	12	25	5	6	15	1	14	34	51	15	128	32	22	60	72	43	6	2	17	12	126	3	15	90	14	20	8
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira	102	78	214	74	62	224	34	40	492	1268	179	1238	210	102	626	468	424	39	45	74	84	639	155	190	1018	53	111	66
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira_mayottensis	0	13	14	10	7	25	0	1	56	158	3	170	20	21	56	12	27	2	2	9	8	51	28	9	164	3	24	3
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira_borgpetersenii	1	7	29	4	9	9	1	4	33	55	5	98	33	12	40	13	59	2	7	2	9	101	4	6	73	3	9	4
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira_biflexa	4	13	9	3	6	0	3	5	33	521	10	76	11	0	60	37	10	3	6	2	3	62	52	8	28	8	6	9
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira_weilii	6	3	56	17	3	68	9	10	89	66	41	293	21	20	109	29	145	5	3	24	9	53	11	48	289	4	25	9
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira_kmetyi	5	12	25	7	4	19	1	6	45	31	30	129	29	11	24	69	48	5	1	4	5	148	13	41	88	9	2	11
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira_interrogans	13	17	37	16	11	47	6	4	120	198	40	317	56	31	152	122	90	13	15	23	23	176	28	44	287	13	30	11
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira_santarosai	22	4	32	8	14	26	6	5	66	153	40	91	16	0	140	135	31	6	4	5	23	34	8	27	57	3	1	12
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira_tipperaryensis	48	7	9	6	5	27	6	3	47	83	6	63	22	5	41	49	11	1	5	2	2	12	8	5	30	7	12	5
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales	230	137	425	153	115	175	118	141	1160	2468	311	1897	388	116	783	473	805	81	136	339	153	1543	360	356	881	72	140	132
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae	230	137	425	153	115	175	118	141	1160	2468	311	1897	388	116	783	473	805	81	136	339	153	1543	360	356	881	72	140	132
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira	230	137	425	153	115	175	118	141	1160	2468	311	1897	388	116	783	473	805	81	136	339	153	1543	360	356	881	72	140	132
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_hyodysenteriae	25	23	111	25	26	12	31	38	264	848	63	398	147	15	154	81	132	22	38	63	39	515	67	86	178	15	19	33
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_murdochii	39	32	100	40	39	51	26	38	291	498	85	537	74	35	211	127	195	15	32	95	32	170	70	88	242	4	42	26
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_intermedia	37	25	47	10	14	21	13	15	93	319	26	171	72	16	82	51	60	16	14	25	16	249	55	34	84	22	26	18
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_hampsonii	62	24	66	18	11	46	23	20	276	408	61	343	51	17	172	116	139	12	24	79	26	204	78	53	135	16	12	25
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_pilosicoli	66	31	99	58	22	43	23	28	234	393	74	446	43	30	163	97	278	15	25	75	38	404	88	94	240	14	39	28
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	31076	38292	65145	96083	35585	71706	21798	52457	528457	67008	140127	1104780	109152	45569	159782	329037	239958	22331	21908	68753	117576	97457	22896	130836	237152	22129	46844	27873
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae	215	119	318	151	104	145	117	138	921	1390	295	1137	180	262	1010	330	1363	67	109	288	127	743	214	286	583	38	271	123
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borreliella	99	42	120	69	40	64	46	49	408	631	129	492	98	128	533	149	638	35	41	109	60	245	97	123	294	25	139	58
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borreliella|s__Borreliella_valaisiana	0	1	3	1	0	0	0	0	30	19	2	16	1	5	22	6	6	2	0	10	4	16	15	6	7	0	8	3
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borreliella|s__Borreliella_bissettii	1	0	2	8	0	0	0	2	14	9	35	30	2	0	39	5	56	1	0	2	1	1	6	44	16	0	0	0
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borreliella|s__Borreliella_afzelii	2	2	9	2	9	0	13	0	33	28	9	36	5	4	31	27	11	3	3	0	5	11	5	0	4	5	4	7
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borreliella|s__Borrelia_mayonii	3	1	26	2	0	11	5	0	13	31	28	35	4	8	45	4	5	1	6	0	6	18	4	11	9	0	10	4
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borreliella|s__Borreliella_burgdorferi	4	1	16	20	13	13	10	7	126	73	17	67	22	5	73	23	263	2	17	21	13	107	23	15	49	0	3	6
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borreliella|s__Borreliella_garinii	6	17	9	0	4	0	0	17	20	35	3	33	14	6	35	30	2	3	6	6	5	49	3	0	44	9	0	13
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borreliella|s__Borrelia_sp._CA690	5	5	29	20	6	18	1	6	80	342	13	134	33	33	134	9	244	12	3	20	7	25	19	23	101	4	22	6
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borreliella|s__Candidatus_Borrelia_tachyglossi	12	11	20	9	5	22	7	16	64	29	19	116	14	20	107	7	48	4	3	48	10	14	10	22	51	5	20	11
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borreliella|s__Borreliella_bavariensis	63	0	2	3	0	0	8	0	23	61	0	22	0	43	43	34	0	3	0	0	5	0	7	0	8	0	69	6
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia	116	76	197	81	64	80	70	88	513	759	165	644	81	134	476	181	724	32	68	179	66	497	116	163	289	12	131	65
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_recurrentis	0	0	23	0	4	11	0	9	106	0	0	0	0	0	35	0	17	9	0	8	12	0	0	0	35	0	0	0
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_duttonii	0	11	19	23	4	9	13	16	0	0	0	33	15	42	14	0	43	0	0	28	0	239	0	67	0	0	0	7
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_parkeri	0	7	11	2	0	1	2	0	23	31	1	57	1	2	47	11	74	1	0	0	1	21	10	1	8	2	1	2
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_turicatae	0	5	10	3	4	1	1	0	16	40	0	7	7	0	106	9	8	0	2	7	8	51	2	7	25	0	14	1
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_coriaceae	3	8	26	12	10	13	5	9	43	300	7	69	6	7	27	14	22	3	12	13	12	34	18	11	28	5	4	9
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_crocidurae	49	6	0	4	2	0	12	4	67	79	90	133	31	39	38	44	153	2	8	7	5	18	27	15	46	1	74	11
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_hermsii	8	17	20	4	9	7	6	2	49	72	3	57	7	4	41	20	22	6	10	7	3	35	14	9	26	3	11	4
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_anserina	8	7	21	12	4	5	6	11	20	32	9	55	4	10	48	18	131	4	7	19	9	31	9	10	24	0	4	3
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_miyamotoi	15	3	18	6	9	20	14	18	96	129	30	153	4	11	48	17	55	4	18	63	6	32	15	20	44	0	5	10
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Borreliaceae|g__Borrelia|s__Borrelia_turcica	31	9	45	13	15	10	8	17	90	73	24	76	4	17	69	44	196	2	8	23	8	32	17	19	50	1	17	16
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	30860	38173	64826	95932	35480	71560	21681	52319	527536	65617	139831	1103643	108972	45307	158771	328707	238595	22264	21799	68464	117449	96714	22682	130550	236568	22091	46573	27749
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Oceanispirochaeta	16	39	65	58	34	97	16	21	193	129	120	460	82	73	266	66	218	25	15	43	59	184	19	117	307	23	117	32
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Oceanispirochaeta|s__Oceanispirochaeta_sp._K2	16	39	65	58	34	97	16	21	193	129	120	460	82	73	266	66	218	25	15	43	59	184	19	117	307	23	117	32
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Sediminispirochaeta	41	16	139	45	30	69	12	16	208	260	80	414	91	45	176	165	256	19	18	53	56	219	31	97	180	27	32	22
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Sediminispirochaeta|s__Sediminispirochaeta_smaragdinae	41	16	139	45	30	69	12	16	208	260	80	414	91	45	176	165	256	19	18	53	56	219	31	97	180	27	32	22
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Salinispira	63	18	159	71	33	123	51	31	239	507	135	473	104	136	472	189	352	20	28	45	69	228	42	162	305	14	151	19
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Salinispira|s__Salinispira_pacifica	63	18	159	71	33	123	51	31	239	507	135	473	104	136	472	189	352	20	28	45	69	228	42	162	305	14	151	19
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Spirochaeta	100	59	265	99	56	244	40	72	560	778	209	1244	154	251	686	325	490	53	89	158	132	874	105	208	877	21	302	47
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Spirochaeta|s__Spirochaeta_africana	23	26	83	25	18	84	16	10	108	303	62	465	55	61	225	98	109	16	48	26	47	393	34	42	252	6	74	17
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Spirochaeta|s__Spirochaeta_thermophila	27	15	77	20	16	81	6	19	150	284	22	367	63	67	265	159	107	17	25	51	30	351	32	57	338	7	89	11
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Spirochaeta|s__Spirochaeta_perfilievii	49	18	105	53	21	78	18	43	301	191	124	411	36	122	195	68	274	20	16	80	54	129	39	109	286	7	138	19
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Sphaerochaeta	117	68	301	57	54	81	50	52	421	1224	195	1252	770	104	510	904	359	36	76	185	92	950	95	214	624	100	127	54
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Sphaerochaeta|s__Sphaerochaeta_pleomorpha	29	31	121	20	17	26	24	8	130	150	64	515	295	35	119	198	59	16	28	53	24	212	28	71	274	39	50	18
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Sphaerochaeta|s__Sphaerochaeta_globosa	30	21	58	11	19	13	14	30	125	562	65	353	236	5	116	361	184	7	30	87	32	244	39	72	133	30	4	18
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Sphaerochaeta|s__Sphaerochaeta_coccoides	57	15	121	25	17	42	11	14	166	510	66	383	237	62	274	344	115	12	16	44	35	493	27	70	216	30	72	16
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema	30521	37971	63895	95598	35271	70943	21508	52123	525912	62717	139090	1099798	107768	44696	156659	327056	236917	22108	21571	67979	117038	94257	22387	129749	234273	21903	45842	27573
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_pallidum	0	0	517	36	118	533	0	119	944	673	65	56	26	4	85	0	316	0	188	654	51	6	442	13	224	24	0	40
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_paraluiscuniculi	2	2	15	7	2	51	0	11	26	0	3	54	2	61	202	5	54	16	0	30	20	10	1	14	121	0	64	5
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_primitia	35	24	141	91	40	180	21	52	353	130	179	928	183	181	587	272	486	50	21	116	88	389	23	177	659	29	167	43
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_caldarium	49	60	187	128	63	183	48	68	568	144	310	1054	147	146	532	194	707	35	38	118	125	204	28	284	558	29	163	50
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_azotonutricium	69	39	200	89	52	72	30	54	401	356	110	550	117	86	224	291	390	33	20	148	90	763	56	95	287	17	90	24
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_brennaborense	374	290	1980	748	306	2202	155	409	3632	414	1103	7825	1122	1617	6069	2364	3943	409	97	689	715	2648	143	1535	5989	194	1849	263
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_succinifaciens	505	726	2421	1286	469	4473	362	515	3852	532	2583	14864	1306	6310	20072	1563	6797	640	216	1002	1306	3292	165	3322	14129	227	7621	587
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_phagedenis	616	595	2345	1752	713	3077	750	1433	6045	1839	6167	12012	1139	1419	8214	1550	13082	625	446	3364	2244	4248	590	5926	7347	271	1616	787
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_pedis	731	744	1900	1383	751	1914	504	859	6333	1111	3706	10274	1379	1194	3884	2960	7145	506	331	1971	1480	1890	480	3415	5634	291	1331	597
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_putidum	6511	3411	5417	5966	6693	4166	828	5071	46807	2121	9437	228025	5267	1932	7447	87854	16112	1241	992	3464	6118	5192	876	9227	19764	1453	2073	2266
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola	7146	19634	16683	42250	11382	16711	3764	15434	248362	8550	42371	379001	54390	10484	39011	168682	56572	4131	4956	14224	33223	39765	4274	40395	57944	10657	11457	12514
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_sp._OMZ_838	14479	12442	32085	41857	14679	37377	15042	28093	208583	46844	73052	445150	42686	21257	70329	61318	131307	14417	14262	42193	71574	35845	15304	65341	121613	8710	19405	10393
d__Bacteria|p__Fusobacteria	117744	140845	336452	35417	116894	9655	46787	28920	887490	3930805	279473	1994874	715554	27954	787812	485605	54791	42851	144446	40767	197176	5100070	407363	136387	705584	60837	5462	276373
d__Bacteria|p__Fusobacteria|c__Fusobacteriia	117744	140845	336452	35417	116894	9655	46787	28920	887490	3930805	279473	1994874	715554	27954	787812	485605	54791	42851	144446	40767	197176	5100070	407363	136387	705584	60837	5462	276373
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	117744	140845	336452	35417	116894	9655	46787	28920	887490	3930805	279473	1994874	715554	27954	787812	485605	54791	42851	144446	40767	197176	5100070	407363	136387	705584	60837	5462	276373
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	4007	53058	38317	7064	47103	3327	14455	1244	69667	207424	42119	137022	359187	672	20839	16935	11233	17741	14149	2673	85897	86462	27654	11452	22912	32385	731	57308
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sebaldella	86	212	163	29	84	32	45	16	288	759	101	381	277	29	207	246	123	26	87	56	34	324	160	73	198	19	27	71
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sebaldella|s__Sebaldella_termitidis	86	212	163	29	84	32	45	16	288	759	101	381	277	29	207	246	123	26	87	56	34	324	160	73	198	19	27	71
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia	475	2467	263	97	784	102	148	165	991	2195	278	1319	232	45	371	356	868	66	265	609	82	439	946	343	885	19	75	566
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia|s__Sneathia_amnii	475	2467	263	97	784	102	148	165	991	2195	278	1319	232	45	371	356	868	66	265	609	82	439	946	343	885	19	75	566
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Streptobacillus	507	1783	964	181	890	106	643	332	4299	11303	573	5091	340	100	910	978	388	269	2100	519	278	2397	1875	888	2492	59	70	422
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Streptobacillus|s__Streptobacillus_moniliformis	507	1783	964	181	890	106	643	332	4299	11303	573	5091	340	100	910	978	388	269	2100	519	278	2397	1875	888	2492	59	70	422
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia	2938	48595	36926	6755	45343	3085	13617	730	64087	193166	41166	130230	358336	498	19350	15353	9852	17379	11695	1487	85503	83301	24673	10146	19336	32288	558	56248
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_shahii	68	2090	2748	367	2613	146	619	33	1528	3568	1071	3485	9001	9	594	308	363	730	138	42	11477	1795	496	512	846	693	16	1557
