clade_name	A10	A11	A13	A14	A16	A17	A18	A19	A1	A2	A3	A4	A5	A6	A7	A8	A9	DRR214959	DRR214960	DRR214961	DRR214962	DRR241310	SRR5892208	SRR5892209	SRR5892210	SRR5892211	SRR5892212	SRR5892213	SRR5892214	SRR5892215	SRR5892216	SRR5892217	SRS013942	SRS014468	SRS014692	SRS015055	SRS019120
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Pontibacter	148	104	310	34	143	39	80	32	583	569	117	434	141	857	128	40	164	3210	708	3851	1563	320	34	93	178	93	1	106	195	390	176	47	97	19	77	51	118
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Pontibacter|s__Pontibacter_actiniarum	27	33	52	10	26	8	12	9	123	123	43	108	22	171	13	6	42	380	175	809	296	108	15	17	35	18	1	22	63	91	33	9	17	2	10	9	19
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Pontibacter|s__Pontibacter_korlensis	35	18	110	11	37	20	25	7	178	165	23	122	55	356	47	23	45	862	154	1922	205	39	7	29	42	30	0	36	36	103	57	30	20	6	21	13	34
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Pontibacter|s__Pontibacter_sp._SGAir0037	37	26	78	10	39	1	15	7	120	137	30	115	22	237	45	7	42	850	183	320	258	84	4	18	63	21	0	35	43	80	33	5	25	3	25	16	29
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Pontibacter|s__Pontibacter_akesuensis	48	25	68	2	39	8	26	7	161	143	20	88	40	92	21	3	33	1117	195	799	802	87	8	27	36	22	0	11	51	115	51	2	33	6	20	11	34
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Rufibacter	165	120	344	16	93	23	30	50	414	431	73	347	55	426	114	21	96	1966	519	1538	688	171	21	57	102	40	3	46	129	265	80	19	44	9	29	45	69
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Rufibacter|s__Rufibacter_tibetensis	52	39	127	2	26	16	10	10	114	139	29	90	27	124	15	14	15	256	84	352	144	41	10	6	29	3	1	10	22	41	17	5	14	3	7	12	26
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Rufibacter|s__Rufibacter_sp._DG31D	24	36	67	8	29	5	17	8	146	90	18	101	15	140	36	2	47	901	266	314	384	67	5	16	31	16	1	25	60	164	28	3	16	3	14	14	24
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Rufibacter|s__Rufibacter_sp._DG15C	88	43	150	5	38	2	2	31	153	200	25	155	11	161	62	4	32	807	168	872	158	63	6	34	41	20	1	11	45	59	35	11	13	3	7	17	18
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter	831	372	1536	139	471	88	229	141	1751	2285	378	1212	291	1762	357	212	466	10828	3498	17113	5263	2787	110	370	566	258	11	286	599	1221	529	129	283	61	247	207	398
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_nivis	41	18	132	13	38	11	10	12	125	246	30	138	19	93	8	29	26	584	307	3034	945	426	13	74	122	25	2	44	67	71	75	20	23	4	24	17	41
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sedentarius	51	20	190	2	44	6	19	13	192	220	30	156	43	310	24	13	31	677	153	346	269	96	4	15	27	10	0	13	21	119	28	5	14	2	11	20	12
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_swuensis	79	29	95	4	23	10	8	12	90	203	25	42	26	174	15	21	12	115	61	341	89	20	3	19	51	20	1	13	15	26	44	22	6	3	9	18	15
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sp._DG25A	29	10	36	6	15	0	10	0	89	45	14	43	14	27	29	1	11	344	116	100	113	44	4	2	8	6	0	6	32	47	17	2	28	3	7	6	24
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sp._17J68-5	33	33	58	6	38	12	24	7	146	116	27	70	12	52	13	11	31	778	265	691	148	60	11	35	43	18	1	19	24	52	37	11	23	2	26	18	31
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sp._BRD72	39	18	78	2	17	2	6	7	92	106	40	43	11	62	13	4	25	231	30	1074	68	90	4	12	32	9	0	24	19	14	34	4	9	5	8	5	22
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sp._sh-6	43	40	51	12	30	0	19	10	165	159	15	68	17	153	36	14	23	1080	251	1711	297	168	7	21	35	13	1	25	68	105	42	11	18	8	17	9	39
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sp._DG25B	51	13	118	10	16	1	18	6	49	102	21	61	13	103	16	2	25	481	160	210	153	54	5	11	37	18	0	12	32	93	11	3	21	4	15	10	15
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sp._PAMC_26554	52	18	156	19	47	8	13	5	202	145	26	117	21	209	17	4	37	604	189	963	216	118	20	67	53	26	0	26	48	71	49	15	15	7	36	27	21
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sp._17J36-26	64	42	87	8	31	4	23	25	144	195	24	110	24	169	44	11	29	1103	217	254	242	60	2	5	21	11	1	3	31	86	19	1	18	2	12	24	38
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sp._PAMC_26628	99	48	143	22	52	7	29	12	125	276	23	143	27	99	50	19	85	2096	734	4258	1174	737	13	34	54	41	1	43	103	175	58	13	44	2	22	9	44
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sp._DG01	105	49	203	17	58	4	28	21	98	204	34	105	18	132	41	29	44	1864	709	3098	1097	826	8	17	30	24	2	22	36	153	62	7	6	5	12	22	37
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sp._APR13	139	28	184	13	56	19	17	8	229	261	63	111	40	172	45	49	81	863	300	1026	445	82	11	54	49	31	0	31	99	202	47	11	51	10	43	15	53
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia	10949	40350	22227	24255	64609	3882	42784	2709	69448	61004	19936	70079	13784	63740	64336	3168	76388	299033	129758	189719	83257	16669	7785	8668	16928	9819	1220	10130	19441	58271	47473	3765	61233	13631	46753	16398	74174
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	10949	40350	22227	24255	64609	3882	42784	2709	69448	61004	19936	70079	13784	63740	64336	3168	76388	299033	129758	189719	83257	16669	7785	8668	16928	9819	1220	10130	19441	58271	47473	3765	61233	13631	46753	16398	74174
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Ichthyobacteriaceae	10	25	57	5	7	16	17	8	51	160	21	53	30	92	22	21	32	56	55	49	54	10	4	23	47	18	0	15	16	28	31	6	12	5	8	13	13
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Ichthyobacteriaceae|g__Ichthyobacterium	10	25	57	5	7	16	17	8	51	160	21	53	30	92	22	21	32	56	55	49	54	10	4	23	47	18	0	15	16	28	31	6	12	5	8	13	13
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Ichthyobacteriaceae|g__Ichthyobacterium|s__Ichthyobacterium_seriolicida	10	25	57	5	7	16	17	8	51	160	21	53	30	92	22	21	32	56	55	49	54	10	4	23	47	18	0	15	16	28	31	6	12	5	8	13	13
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|g__Candidatus_Walczuchella	3	2	8	0	0	1	1	0	10	20	1	4	1	9	1	0	8	11	6	54	1	1	0	3	3	0	0	0	0	17	3	0	0	0	6	2	2
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|g__Candidatus_Walczuchella|s__Candidatus_Walczuchella_monophlebidarum	3	2	8	0	0	1	1	0	10	20	1	4	1	9	1	0	8	11	6	54	1	1	0	3	3	0	0	0	0	17	3	0	0	0	6	2	2
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|s__Candidatus_Uzinura_diaspidicola	3	8	5	0	5	0	3	1	29	4	1	6	4	62	1	0	1	9	12	38	6	4	3	0	3	0	0	4	1	3	4	0	3	2	10	2	3
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|g__Candidatus_Sulcia	6	14	44	10	21	8	9	3	119	96	17	55	45	425	3	5	14	172	99	165	45	3	5	3	25	8	0	10	8	25	23	2	5	2	6	8	10
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|g__Candidatus_Sulcia|s__Candidatus_Sulcia_muelleri	6	14	44	10	21	8	9	3	119	96	17	55	45	425	3	5	14	172	99	165	45	3	5	3	25	8	0	10	8	25	23	2	5	2	6	8	10
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Crocinitomicaceae	24	16	109	18	15	13	23	14	118	146	30	47	20	126	43	29	26	128	110	373	117	20	21	23	49	9	0	19	43	33	75	3	19	5	32	16	31
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Crocinitomicaceae|g__Fluviicola	24	16	109	18	15	13	23	14	118	146	30	47	20	126	43	29	26	128	110	373	117	20	21	23	49	9	0	19	43	33	75	3	19	5	32	16	31
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Crocinitomicaceae|g__Fluviicola|s__Fluviicola_taffensis	24	16	109	18	15	13	23	14	118	146	30	47	20	126	43	29	26	128	110	373	117	20	21	23	49	9	0	19	43	33	75	3	19	5	32	16	31
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae	38	40	49	11	38	7	26	7	170	230	22	118	39	291	34	44	36	1173	443	1518	194	137	12	54	95	42	10	52	31	34	64	21	21	6	26	24	38
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae|g__Owenweeksia	38	40	49	11	38	7	26	7	170	230	22	118	39	291	34	44	36	1173	443	1518	194	137	12	54	95	42	10	52	31	34	64	21	21	6	26	24	38
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae|g__Owenweeksia|s__Owenweeksia_hongkongensis	38	40	49	11	38	7	26	7	170	230	22	118	39	291	34	44	36	1173	443	1518	194	137	12	54	95	42	10	52	31	34	64	21	21	6	26	24	38
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae	84	79	163	30	41	42	58	24	336	397	47	217	100	443	30	84	70	1862	725	916	470	74	32	91	151	56	5	55	110	167	108	35	38	9	49	45	74
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium	84	79	163	30	41	42	58	24	336	397	47	217	100	443	30	84	70	1862	725	916	470	74	32	91	151	56	5	55	110	167	108	35	38	9	49	45	74
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium|s__Blattabacterium_clevelandi	2	0	8	1	0	0	11	0	3	0	0	5	0	11	1	0	2	54	20	54	31	1	2	5	3	5	0	5	7	1	4	0	0	2	4	1	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium|s__Blattabacterium_punctulatus	22	9	24	6	10	3	1	2	41	46	11	25	14	71	5	8	2	408	148	40	148	12	5	18	15	3	3	1	5	14	17	3	9	0	1	4	6
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium|s__Blattabacterium_cuenoti	28	15	23	3	5	0	7	1	44	18	2	28	5	15	4	5	9	151	97	88	72	25	6	9	29	11	1	23	31	28	16	2	6	2	7	8	13
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium|s__Blattabacterium_sp._(Mastotermes_darwiniensis)	1	7	28	3	1	1	6	3	69	29	2	25	16	220	2	4	4	59	3	244	49	1	5	14	19	17	0	5	8	49	17	1	8	0	3	8	6
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium|s__Blattabacterium_sp._(Periplaneta_americana)	2	5	1	0	0	0	1	0	0	13	0	5	2	5	2	2	1	57	33	159	8	4	2	0	32	0	0	0	4	10	0	0	4	0	3	5	4
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium|s__Blattabacterium_sp._(Blattella_germanica)	2	15	9	3	3	3	8	8	56	22	3	40	8	20	1	1	11	555	266	49	24	4	2	7	6	8	0	8	15	35	6	19	1	2	0	2	9
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium|s__Blattabacterium_sp._(Nauphoeta_cinerea)	2	6	5	6	1	7	5	3	11	39	3	4	12	7	0	5	5	77	10	51	31	16	0	21	9	7	0	4	6	4	12	5	2	1	1	5	5
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium|s__Blattabacterium_sp._(Cryptocercus_kyebangensis)	5	2	5	0	1	1	3	1	15	3	1	8	3	9	1	1	6	52	6	9	17	0	0	4	18	0	0	2	1	1	3	0	1	0	5	1	12
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium|s__Blattabacterium_sp._(Blatta_orientalis)	6	10	40	7	12	22	9	0	40	185	19	34	27	33	5	50	10	33	0	52	20	0	8	0	4	0	0	0	26	2	13	1	0	0	6	2	8
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium|s__Blattabacterium_sp._(Blaberus_giganteus)	11	7	15	0	7	3	3	4	53	38	4	38	9	49	7	5	15	413	137	165	67	7	0	10	11	2	0	3	2	19	15	3	4	1	17	5	8
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	10779	40164	21789	24179	64481	3793	42645	2650	68613	59949	19795	69577	13542	62288	64201	2983	76199	295620	128306	186604	82367	16419	7707	8469	16553	9685	1205	9973	19230	57963	47163	3697	61134	13601	46614	16286	74001
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Wenyingzhuangia	7	26	47	25	19	12	21	14	151	114	28	66	33	586	14	10	32	258	195	466	52	61	11	18	49	17	1	22	35	58	76	15	15	7	24	15	26
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Wenyingzhuangia|s__Wenyingzhuangia_fucanilytica	7	26	47	25	19	12	21	14	151	114	28	66	33	586	14	10	32	258	195	466	52	61	11	18	49	17	1	22	35	58	76	15	15	7	24	15	26
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Algibacter	10	33	42	6	21	2	19	12	162	153	10	93	29	166	38	6	49	388	175	609	237	43	15	34	80	28	2	48	65	38	116	13	15	9	38	28	28
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Algibacter|s__Algibacter_alginicilyticus	10	33	42	6	21	2	19	12	162	153	10	93	29	166	38	6	49	388	175	609	237	43	15	34	80	28	2	48	65	38	116	13	15	9	38	28	28
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Sediminicola	12	25	98	7	23	4	14	7	126	79	39	69	18	165	14	2	31	282	89	941	163	32	5	10	39	20	4	22	47	33	56	4	12	7	13	15	20
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Sediminicola|s__Sediminicola_sp._YIK13	12	25	98	7	23	4	14	7	126	79	39	69	18	165	14	2	31	282	89	941	163	32	5	10	39	20	4	22	47	33	56	4	12	7	13	15	20
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Croceibacter	14	35	131	20	18	14	29	7	229	98	15	57	33	741	8	36	38	586	255	470	221	30	18	26	81	13	1	14	38	32	68	10	9	6	16	6	33
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Croceibacter|s__Croceibacter_atlanticus	14	35	131	20	18	14	29	7	229	98	15	57	33	741	8	36	38	586	255	470	221	30	18	26	81	13	1	14	38	32	68	10	9	6	16	6	33
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroserpens	14	23	62	17	42	32	24	1	88	100	15	31	28	89	11	37	156	349	119	2231	466	42	15	33	110	31	2	40	164	427	142	17	14	4	53	9	22
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroserpens|s__Psychroserpens_sp._NJDZ02	14	23	62	17	42	32	24	1	88	100	15	31	28	89	11	37	156	349	119	2231	466	42	15	33	110	31	2	40	164	427	142	17	14	4	53	9	22
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavivirga	16	18	19	10	17	6	16	5	76	79	15	61	28	72	12	6	24	472	231	811	124	27	21	37	60	19	2	44	44	61	108	35	25	1	13	12	31
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavivirga|s__Flavivirga_eckloniae	16	18	19	10	17	6	16	5	76	79	15	61	28	72	12	6	24	472	231	811	124	27	21	37	60	19	2	44	44	61	108	35	25	1	13	12	31
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Cloacibacterium	16	143	98	21	199	19	66	32	259	252	35	295	78	507	104	53	353	767	702	656	137	159	73	80	94	76	5	154	106	262	146	17	224	45	79	137	265
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Cloacibacterium|s__Cloacibacterium_normanense	16	143	98	21	199	19	66	32	259	252	35	295	78	507	104	53	353	767	702	656	137	159	73	80	94	76	5	154	106	262	146	17	224	45	79	137	265
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Muriicola	17	24	17	9	25	13	9	7	85	104	28	45	16	292	12	20	20	313	65	374	143	12	22	15	47	12	1	16	24	18	51	13	9	2	15	11	14
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Muriicola|s__Muriicola_sp._MMS17-SY002	17	24	17	9	25	13	9	7	85	104	28	45	16	292	12	20	20	313	65	374	143	12	22	15	47	12	1	16	24	18	51	13	9	2	15	11	14
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Tamlana	18	34	34	3	31	5	11	3	113	119	15	58	23	153	20	8	37	284	135	1465	185	21	14	47	82	40	13	38	70	55	106	26	8	11	46	21	25
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Tamlana|s__Tamlana_sp._UJ94	18	34	34	3	31	5	11	3	113	119	15	58	23	153	20	8	37	284	135	1465	185	21	14	47	82	40	13	38	70	55	106	26	8	11	46	21	25
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Weeksella	18	52	50	11	60	15	25	9	162	128	26	75	54	746	32	20	58	595	194	890	108	60	18	31	73	33	0	45	40	47	77	3	22	7	31	38	35
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Weeksella|s__Weeksella_virosa	18	52	50	11	60	15	25	9	162	128	26	75	54	746	32	20	58	595	194	890	108	60	18	31	73	33	0	45	40	47	77	3	22	7	31	38	35
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Arenibacter	18	28	49	9	35	25	17	5	104	72	19	62	11	207	6	33	47	334	147	393	38	28	6	17	49	26	3	16	23	45	43	5	15	7	8	14	17
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Arenibacter|s__Arenibacter_algicola	18	28	49	9	35	25	17	5	104	72	19	62	11	207	6	33	47	334	147	393	38	28	6	17	49	26	3	16	23	45	43	5	15	7	8	14	17
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Antarcticibacterium	26	42	139	12	58	11	31	8	164	259	34	122	30	199	46	5	57	1142	270	1168	280	46	23	58	81	41	7	55	95	146	124	34	39	12	34	29	55
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Antarcticibacterium|s__Antarcticibacterium_flavum	12	20	66	11	31	7	19	5	95	204	15	85	19	101	33	2	35	650	198	192	173	33	10	13	21	15	2	17	70	100	38	11	16	4	13	10	27
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Antarcticibacterium|s__Antarcticibacterium_sp._PAMC_28998	13	22	72	1	26	4	12	3	68	54	19	36	11	98	13	3	21	492	71	976	107	12	13	44	59	25	5	38	24	46	85	22	22	8	20	19	28
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flagellimonas	26	20	85	9	34	11	19	19	107	162	22	132	24	238	53	18	45	559	221	301	195	40	3	56	34	14	5	19	26	59	46	16	28	6	37	19	41
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flagellimonas|s__Flagellimonas_maritima	26	20	85	9	34	11	19	19	107	162	22	132	24	238	53	18	45	559	221	301	195	40	3	56	34	14	5	19	26	59	46	16	28	6	37	19	41
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Seonamhaeicola	26	34	49	19	27	19	21	6	119	114	35	49	58	610	33	0	36	522	350	965	145	36	23	38	109	37	0	64	89	103	112	31	11	14	35	23	26
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Seonamhaeicola|s__Seonamhaeicola_sp._S2-3	26	34	49	19	27	19	21	6	119	114	35	49	58	610	33	0	36	522	350	965	145	36	23	38	109	37	0	64	89	103	112	31	11	14	35	23	26
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Siansivirga	27	27	40	7	29	3	21	10	100	59	17	58	29	472	20	7	30	210	87	274	85	33	5	11	55	29	3	19	30	46	34	7	8	7	23	10	29
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Siansivirga|s__Siansivirga_zeaxanthinifaciens	27	27	40	7	29	3	21	10	100	59	17	58	29	472	20	7	30	210	87	274	85	33	5	11	55	29	3	19	30	46	34	7	8	7	23	10	29
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroflexus	27	17	50	5	22	0	22	4	103	53	13	56	18	130	6	10	30	204	86	352	74	22	6	20	78	10	3	18	42	56	76	5	17	8	20	15	28
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroflexus|s__Psychroflexus_torquis	27	17	50	5	22	0	22	4	103	53	13	56	18	130	6	10	30	204	86	352	74	22	6	20	78	10	3	18	42	56	76	5	17	8	20	15	28
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Mariniflexile	27	15	80	6	32	6	17	2	89	107	10	64	9	92	10	7	29	228	111	290	44	25	19	47	51	19	1	22	41	37	45	7	19	9	32	12	24
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Mariniflexile|s__Mariniflexile_sp._TRM1-10	27	15	80	6	32	6	17	2	89	107	10	64	9	92	10	7	29	228	111	290	44	25	19	47	51	19	1	22	41	37	45	7	19	9	32	12	24
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Aureitalea	32	19	11	2	23	7	10	3	61	61	9	52	10	60	10	1	17	198	109	486	65	16	4	21	58	15	0	14	12	25	32	2	9	5	19	12	11
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Aureitalea|s__Aureitalea_sp._RR4-38	32	19	11	2	23	7	10	3	61	61	9	52	10	60	10	1	17	198	109	486	65	16	4	21	58	15	0	14	12	25	32	2	9	5	19	12	11
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gillisia	35	28	67	11	31	6	28	3	142	75	33	67	12	127	28	13	25	924	264	748	239	16	16	28	71	15	0	30	37	51	80	9	23	8	19	19	20
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gillisia|s__Gillisia_sp._Hel1_33_143	35	28	67	11	31	6	28	3	142	75	33	67	12	127	28	13	25	924	264	748	239	16	16	28	71	15	0	30	37	51	80	9	23	8	19	19	20
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gilvibacter	35	27	39	4	31	12	16	6	69	34	27	54	10	69	8	15	31	538	106	1331	256	57	14	27	63	8	2	11	16	29	68	8	16	8	28	15	38
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gilvibacter|s__Gilvibacter_sp._SZ-19	35	27	39	4	31	12	16	6	69	34	27	54	10	69	8	15	31	538	106	1331	256	57	14	27	63	8	2	11	16	29	68	8	16	8	28	15	38
